agence,alternance,categorie,certificateur_nom_rncp,certificateur_nom_rs,code_rncp,code_rs,date_debut,date_fin,date_limite,distanciel,echelle_duree,formacode_code_rncp,formacode_code_rs,formacode_nom_rncp,formacode_nom_rs,intitule_formation,niveau_sortie_rncp,nsf_code_rncp,nsf_code_rs,nsf_nom_rncp,nsf_nom_rs,region,rncp_url,rs_url,siret_rncp,siret_rs,statut_registre_rncp,statut_registre_rs,titre_rncp,titre_rs,voie_acces
"Simplon  Nantes,Simplon Rennes,Simplon Grenoble,Simplon Lyon,Simplon Montpellier,Simplon Toulouse,Simplon Marseille Le Cloître,100% en ligne,Distance,100% Distanciel,Simplon Nice",True,Infrastructures et cybersécurité,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37682,5020,23/09/2024,20/02/2026,14/09/2024,False,au-delà de 7 mois,"24231,31008","31090,31006","Réseau informatique,Système information","Programmation web,Sécurité informatique",Technicien-ne supérieur-e systèmes et réseaux - Spécialité surveillance de sécurité,Niveau 5,"326p,326r,326u",326,"Informatique, traitement de l'information (organisation, gestion),Assistance informatique, maintenance de logiciels et réseaux,Exploitation informatique","Informatique, traitement de l'information, réseaux de transmission",Provence-Alpes-Cote d'Azur,https://www.francecompetences.fr/recherche/rncp/37682/,https://www.francecompetences.fr/recherche/rs/5020/,11000007200014,79279132900016,Active,Active,TP - Technicien supérieur systèmes et réseaux, Surveiller un système d’information sur des critères de sécurité informatique,"En contrat de professionnalisation / en contrat d’apprentissage,Après un parcours de formation continue,Par expérience."
"Simplon  Nantes,Simplon Rennes,Simplon Grenoble,Simplon Lyon,Simplon Montpellier,Simplon Toulouse,Simplon Marseille Le Cloître,100% en ligne,Distance,100% Distanciel,Simplon Nice",True,Infrastructures et cybersécurité,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37682,5020,23/09/2024,20/02/2026,14/09/2024,False,au-delà de 7 mois,"24231,31008","31090,31006","Réseau informatique,Système information","Programmation web,Sécurité informatique",Technicien-ne supérieur-e systèmes et réseaux - Spécialité surveillance de sécurité,Niveau 5,"326p,326r,326u",326,"Informatique, traitement de l'information (organisation, gestion),Assistance informatique, maintenance de logiciels et réseaux,Exploitation informatique","Informatique, traitement de l'information, réseaux de transmission",Grand Ouest,https://www.francecompetences.fr/recherche/rncp/37682/,https://www.francecompetences.fr/recherche/rs/5020/,11000007200014,79279132900016,Active,Active,TP - Technicien supérieur systèmes et réseaux, Surveiller un système d’information sur des critères de sécurité informatique,"En contrat de professionnalisation / en contrat d’apprentissage,Après un parcours de formation continue,Par expérience."
"Simplon  Nantes,Simplon Rennes,Simplon Grenoble,Simplon Lyon,Simplon Montpellier,Simplon Toulouse,Simplon Marseille Le Cloître,100% en ligne,Distance,100% Distanciel,Simplon Nice",True,Infrastructures et cybersécurité,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37682,5020,23/09/2024,20/02/2026,14/09/2024,False,au-delà de 7 mois,"24231,31008","31090,31006","Réseau informatique,Système information","Programmation web,Sécurité informatique",Technicien-ne supérieur-e systèmes et réseaux - Spécialité surveillance de sécurité,Niveau 5,"326p,326r,326u",326,"Informatique, traitement de l'information (organisation, gestion),Assistance informatique, maintenance de logiciels et réseaux,Exploitation informatique","Informatique, traitement de l'information, réseaux de transmission",Auvergne-Rhône-Alpes,https://www.francecompetences.fr/recherche/rncp/37682/,https://www.francecompetences.fr/recherche/rs/5020/,11000007200014,79279132900016,Active,Active,TP - Technicien supérieur systèmes et réseaux, Surveiller un système d’information sur des critères de sécurité informatique,"En contrat de professionnalisation / en contrat d’apprentissage,Après un parcours de formation continue,Par expérience."
"Simplon  Nantes,Simplon Rennes,Simplon Grenoble,Simplon Lyon,Simplon Montpellier,Simplon Toulouse,Simplon Marseille Le Cloître,100% en ligne,Distance,100% Distanciel,Simplon Nice",False,Infrastructures et cybersécurité,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37682,5020,23/09/2024,,09/09/2024,False,au-delà de 7 mois,"24231,31008","31090,31006","Réseau informatique,Système information","Programmation web,Sécurité informatique",Technicien-ne supérieur-e systèmes et réseaux - Spécialité surveillance de sécurité,Niveau 5,"326p,326r,326u",326,"Informatique, traitement de l'information (organisation, gestion),Assistance informatique, maintenance de logiciels et réseaux,Exploitation informatique","Informatique, traitement de l'information, réseaux de transmission",Provence-Alpes-Cote d'Azur,https://www.francecompetences.fr/recherche/rncp/37682/,https://www.francecompetences.fr/recherche/rs/5020/,11000007200014,79279132900016,Active,Active,TP - Technicien supérieur systèmes et réseaux, Surveiller un système d’information sur des critères de sécurité informatique,"En contrat de professionnalisation / en contrat d’apprentissage,Après un parcours de formation continue,Par expérience."
"Simplon Lyon,Simplon Montreuil,Simplon Toulouse,Simplon Marseille République,Simplon Lille -Wazemmes,Simplon Montreuil,Simplon Lyon,Simplon Toulouse",False,Développement d'applications,,,,,11/10/2024,8/11/2024,06/10/2024,False,inférieur à 3 mois,,,,,Apple Foundation Program - Développement mobile iOS,,,,,,Auvergne-Rhône-Alpes,,,,,,,,,
"Simplon  Nantes,Simplon Rennes,Simplon Grenoble,Simplon Lyon,Simplon Montpellier,Simplon Toulouse,Simplon Marseille Le Cloître,100% en ligne,Distance,100% Distanciel,Simplon Nice",True,Infrastructures et cybersécurité,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37682,5020,23/09/2024,10/04/2026,30/08/2024,False,au-delà de 7 mois,"24231,31008","31090,31006","Réseau informatique,Système information","Programmation web,Sécurité informatique",Technicien-ne supérieur-e systèmes et réseaux - Spécialité surveillance de sécurité,Niveau 5,"326p,326r,326u",326,"Informatique, traitement de l'information (organisation, gestion),Assistance informatique, maintenance de logiciels et réseaux,Exploitation informatique","Informatique, traitement de l'information, réseaux de transmission",Occitanie,https://www.francecompetences.fr/recherche/rncp/37682/,https://www.francecompetences.fr/recherche/rs/5020/,11000007200014,79279132900016,Active,Active,TP - Technicien supérieur systèmes et réseaux, Surveiller un système d’information sur des critères de sécurité informatique,"En contrat de professionnalisation / en contrat d’apprentissage,Après un parcours de formation continue,Par expérience."
"Simplon Lyon,Simplon Montreuil,Simplon Toulouse,Simplon Marseille République,Simplon Lille -Wazemmes,Simplon Montreuil,Simplon Lyon,Simplon Toulouse",False,Développement d'applications,,,,,11/10/2024,,27/09/2024,False,inférieur à 3 mois,,,,,Apple Foundation Program - Développement mobile iOS,,,,,,Île-de-France,,,,,,,,,
"Simplon  Nantes,Simplon Rennes,Simplon Grenoble,Simplon Lyon,Simplon Montpellier,Simplon Toulouse,Simplon Marseille Le Cloître,100% en ligne,Distance,100% Distanciel,Simplon Nice",True,Infrastructures et cybersécurité,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37682,5020,30/09/2024,19/12/2024,25/08/2024,False,au-delà de 7 mois,"24231,31008","31090,31006","Réseau informatique,Système information","Programmation web,Sécurité informatique",Technicien-ne supérieur-e systèmes et réseaux - Spécialité surveillance de sécurité,Niveau 5,"326p,326r,326u",326,"Informatique, traitement de l'information (organisation, gestion),Assistance informatique, maintenance de logiciels et réseaux,Exploitation informatique","Informatique, traitement de l'information, réseaux de transmission",Occitanie,https://www.francecompetences.fr/recherche/rncp/37682/,https://www.francecompetences.fr/recherche/rs/5020/,11000007200014,79279132900016,Active,Active,TP - Technicien supérieur systèmes et réseaux, Surveiller un système d’information sur des critères de sécurité informatique,"En contrat de professionnalisation / en contrat d’apprentissage,Après un parcours de formation continue,Par expérience."
"Simplon Lyon,Simplon Montreuil,Simplon Toulouse,Simplon Marseille République,Simplon Lille -Wazemmes,Simplon Montreuil,Simplon Lyon,Simplon Toulouse",False,Développement d'applications,,,,,02/09/2024,27/09/2024,29/08/2024,False,inférieur à 3 mois,,,,,Apple Foundation Program - Développement mobile iOS,,,,,,Hauts-de-France,,,,,,,,,
"Simplon Lyon,Simplon Montreuil,Simplon Toulouse,Simplon Marseille République,Simplon Lille -Wazemmes,Simplon Montreuil,Simplon Lyon,Simplon Toulouse",False,Développement d'applications,,,,,02/09/2024,,29/08/2024,False,inférieur à 3 mois,,,,,Apple Foundation Program - Développement mobile iOS,,,,,,Provence-Alpes-Cote d'Azur,,,,,,,,,
"Simplon  Nantes,Simplon Rennes,Simplon Grenoble,Simplon Lyon,Simplon Montpellier,Simplon Toulouse,Simplon Marseille Le Cloître,100% en ligne,Distance,100% Distanciel,Simplon Nice",False,Infrastructures et cybersécurité,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37682,5020,23/09/2024,17/03/2026,15/08/2024,False,au-delà de 7 mois,"24231,31008","31090,31006","Réseau informatique,Système information","Programmation web,Sécurité informatique",Technicien-ne supérieur-e systèmes et réseaux - Spécialité surveillance de sécurité,Niveau 5,"326p,326r,326u",326,"Informatique, traitement de l'information (organisation, gestion),Assistance informatique, maintenance de logiciels et réseaux,Exploitation informatique","Informatique, traitement de l'information, réseaux de transmission",Auvergne-Rhône-Alpes,https://www.francecompetences.fr/recherche/rncp/37682/,https://www.francecompetences.fr/recherche/rs/5020/,11000007200014,79279132900016,Active,Active,TP - Technicien supérieur systèmes et réseaux, Surveiller un système d’information sur des critères de sécurité informatique,"En contrat de professionnalisation / en contrat d’apprentissage,Après un parcours de formation continue,Par expérience."
"Simplon Lyon,Simplon Montreuil,Simplon Toulouse,Simplon Marseille République,Simplon Lille -Wazemmes,Simplon Montreuil,Simplon Lyon,Simplon Toulouse",False,Développement d'applications,,,,,02/09/2024,27/09/2024,25/08/2024,False,inférieur à 3 mois,,,,,Apple Foundation Program - Développement mobile iOS,,,,,,Occitanie,,,,,,,,,
,False,Data-intelligence artificielle,,SIMPLON.CO,,5599,07/10/2024,2/12/2024,10/09/2024,False,inférieur à 3 mois,,"46250,70754",,"Gestion contenu site internet,logiciel gestion de contenu",SAS de pré-qualification aux métiers du numérique - Intelligence Artificielle,,,"326t,326",,"Programmation, mise en place de logiciels,Informatique, traitement de l'information, réseaux de transmission",Hauts-de-France,,https://www.francecompetences.fr/recherche/rs/5599/,,79279132900016,,Active,,Réaliser des applications web à l’aide d’un système de gestion de contenus (CMS),Après un parcours de formation continue
"Simplon Lyon,Simplon Montreuil,Simplon Toulouse,Simplon Marseille République,Simplon Lille -Wazemmes,Simplon Montreuil,Simplon Lyon,Simplon Toulouse",False,Développement d'applications,,,,,02/09/2024,,01/08/2024,False,inférieur à 3 mois,,,,,Apple Foundation Program - Développement mobile iOS,,,,,,Île-de-France,,,,,,,,,
,False,Développement d'applications,,,,,02/09/2024,27/09/2024,14/07/2024,False,inférieur à 3 mois,,,,,Apple Foundation Program - Développement mobile iOS,,,,,,Auvergne-Rhône-Alpes,,,,,,,,,
"Simplon  Nantes,Simplon Rennes,Simplon Grenoble,Simplon Lyon,Simplon Montpellier,Simplon Toulouse,Simplon Marseille Le Cloître,100% en ligne,Distance,100% Distanciel,Simplon Nice",False,Infrastructures et cybersécurité,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37682,5020,23/09/2024,17/03/2026,15/08/2024,False,au-delà de 7 mois,"24231,31008","31090,31006","Réseau informatique,Système information","Programmation web,Sécurité informatique",Technicien-ne supérieur-e systèmes et réseaux - Spécialité surveillance de sécurité,Niveau 5,"326p,326r,326u",326,"Informatique, traitement de l'information (organisation, gestion),Assistance informatique, maintenance de logiciels et réseaux,Exploitation informatique","Informatique, traitement de l'information, réseaux de transmission",Auvergne-Rhône-Alpes,https://www.francecompetences.fr/recherche/rncp/37682/,https://www.francecompetences.fr/recherche/rs/5020/,11000007200014,79279132900016,Active,Active,TP - Technicien supérieur systèmes et réseaux, Surveiller un système d’information sur des critères de sécurité informatique,"En contrat de professionnalisation / en contrat d’apprentissage,Après un parcours de formation continue,Par expérience."
"Simplon  Nantes,Simplon Rennes,Simplon Grenoble,Simplon Lyon,Simplon Montpellier,Simplon Toulouse,Simplon Marseille Le Cloître,100% en ligne,Distance,100% Distanciel,Simplon Nice",False,Infrastructures et cybersécurité,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37682,5020,23/09/2024,27/03/2026,26/07/2024,False,au-delà de 7 mois,"24231,31008","31090,31006","Réseau informatique,Système information","Programmation web,Sécurité informatique",Technicien-ne supérieur-e systèmes et réseaux - Spécialité surveillance de sécurité,Niveau 5,"326p,326r,326u",326,"Informatique, traitement de l'information (organisation, gestion),Assistance informatique, maintenance de logiciels et réseaux,Exploitation informatique","Informatique, traitement de l'information, réseaux de transmission",Grand Ouest,https://www.francecompetences.fr/recherche/rncp/37682/,https://www.francecompetences.fr/recherche/rs/5020/,11000007200014,79279132900016,Active,Active,TP - Technicien supérieur systèmes et réseaux, Surveiller un système d’information sur des critères de sécurité informatique,"En contrat de professionnalisation / en contrat d’apprentissage,Après un parcours de formation continue,Par expérience."
,False,Infrastructures et cybersécurité,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37682,5020,23/09/2024,27/03/2026,26/07/2024,False,au-delà de 7 mois,"24231,31008","31090,31006","Réseau informatique,Système information","Programmation web,Sécurité informatique",Technicien-ne supérieur-e systèmes et réseaux - Spécialité surveillance de sécurité,Niveau 5,"326p,326r,326u",326,"Informatique, traitement de l'information (organisation, gestion),Assistance informatique, maintenance de logiciels et réseaux,Exploitation informatique","Informatique, traitement de l'information, réseaux de transmission",Grand Ouest,https://www.francecompetences.fr/recherche/rncp/37682/,https://www.francecompetences.fr/recherche/rs/5020/,11000007200014,79279132900016,Active,Active,TP - Technicien supérieur systèmes et réseaux, Surveiller un système d’information sur des critères de sécurité informatique,"En contrat de professionnalisation / en contrat d’apprentissage,Après un parcours de formation continue,Par expérience."
"Ecole IA Microsoft by Simplon x CCI Côtes d'Armor - Saint-Brieuc,Simplon.co - Nancy,Simplon Toulouse,100% en ligne,A distance,La Réunion - Saint-Denis,Simplon Marseille Le Cloître,Simplon Montreuil,Simplon Roubaix",False,Data-intelligence artificielle,SIMPLON.CO,SIMPLON.CO,37827,5487,16/12/2024,12/07/2025,20/11/2024,False,au-delà de 7 mois,"31028,30812,31067,11050,31094",31024,"Intelligence artificielle,Langage Python,Analyse programmation,Mathématiques informatiques,Conduite projet informatique",Méthode agile,École IA Microsoft By Simplon - Développeur-se en intelligence artificielle,Niveau 6,"114b,125g,326","310p,315p,300","Modèles mathématiques ; Informatique mathématique,Langages artificiels et informatique ; Linguistique et didactique des langues,Informatique, traitement de l'information, réseaux de transmission","Spécialités plurivalentes des échanges et de la gestion (organisation , gestion),Spécialités plurivalentes des échanges et de la gestion (organisation, gestion),Spécialites plurivalentes des services",Hauts-de-France,https://www.francecompetences.fr/recherche/rncp/37827/,https://www.francecompetences.fr/recherche/rs/5487/,79279132900016,79279132900016,Active,Active,Développeur en intelligence artificielle,Gérer un projet en mobilisant les méthodes agiles,
"Ecole IA Microsoft by Simplon x CCI Côtes d'Armor - Saint-Brieuc,Simplon.co - Nancy,Simplon Toulouse,100% en ligne,A distance,La Réunion - Saint-Denis,Simplon Marseille Le Cloître,Simplon Montreuil,Simplon Roubaix",False,Data-intelligence artificielle,SIMPLON.CO,SIMPLON.CO,37827,5487,28/10/2024,,30/09/2024,False,au-delà de 7 mois,"31028,30812,31067,11050,31094",31024,"Intelligence artificielle,Langage Python,Analyse programmation,Mathématiques informatiques,Conduite projet informatique",Méthode agile,École IA Microsoft By Simplon - Développeur-se en intelligence artificielle,Niveau 6,"114b,125g,326","310p,315p,300","Modèles mathématiques ; Informatique mathématique,Langages artificiels et informatique ; Linguistique et didactique des langues,Informatique, traitement de l'information, réseaux de transmission","Spécialités plurivalentes des échanges et de la gestion (organisation , gestion),Spécialités plurivalentes des échanges et de la gestion (organisation, gestion),Spécialites plurivalentes des services",Île-de-France,https://www.francecompetences.fr/recherche/rncp/37827/,https://www.francecompetences.fr/recherche/rs/5487/,79279132900016,79279132900016,Active,Active,Développeur en intelligence artificielle,Gérer un projet en mobilisant les méthodes agiles,
"Ecole IA Microsoft by Simplon x CCI Côtes d'Armor - Saint-Brieuc,Simplon.co - Nancy,Simplon Toulouse,100% en ligne,A distance,La Réunion - Saint-Denis,Simplon Marseille Le Cloître,Simplon Montreuil,Simplon Roubaix",False,Data-intelligence artificielle,SIMPLON.CO,SIMPLON.CO,37827,5487,28/10/2024,,19/09/2024,False,au-delà de 7 mois,"31028,30812,31067,11050,31094",31024,"Intelligence artificielle,Langage Python,Analyse programmation,Mathématiques informatiques,Conduite projet informatique",Méthode agile,École IA Microsoft By Simplon - Développeur-se en intelligence artificielle,Niveau 6,"114b,125g,326","310p,315p,300","Modèles mathématiques ; Informatique mathématique,Langages artificiels et informatique ; Linguistique et didactique des langues,Informatique, traitement de l'information, réseaux de transmission","Spécialités plurivalentes des échanges et de la gestion (organisation , gestion),Spécialités plurivalentes des échanges et de la gestion (organisation, gestion),Spécialites plurivalentes des services",Provence-Alpes-Cote d'Azur,https://www.francecompetences.fr/recherche/rncp/37827/,https://www.francecompetences.fr/recherche/rs/5487/,79279132900016,79279132900016,Active,Active,Développeur en intelligence artificielle,Gérer un projet en mobilisant les méthodes agiles,
"Ecole IA Microsoft by Simplon x CCI Côtes d'Armor - Saint-Brieuc,Simplon.co - Nancy,Simplon Toulouse,100% en ligne,A distance,La Réunion - Saint-Denis,Simplon Marseille Le Cloître,Simplon Montreuil,Simplon Roubaix",False,Data-intelligence artificielle,SIMPLON.CO,SIMPLON.CO,37827,5487,23/09/2024,,16/09/2024,False,au-delà de 7 mois,"31028,30812,31067,11050,31094",31024,"Intelligence artificielle,Langage Python,Analyse programmation,Mathématiques informatiques,Conduite projet informatique",Méthode agile,École IA Microsoft By Simplon - Développeur-se en intelligence artificielle,Niveau 6,"114b,125g,326","310p,315p,300","Modèles mathématiques ; Informatique mathématique,Langages artificiels et informatique ; Linguistique et didactique des langues,Informatique, traitement de l'information, réseaux de transmission","Spécialités plurivalentes des échanges et de la gestion (organisation , gestion),Spécialités plurivalentes des échanges et de la gestion (organisation, gestion),Spécialites plurivalentes des services",Outre-mer,https://www.francecompetences.fr/recherche/rncp/37827/,https://www.francecompetences.fr/recherche/rs/5487/,79279132900016,79279132900016,Active,Active,Développeur en intelligence artificielle,Gérer un projet en mobilisant les méthodes agiles,
"Ecole IA Microsoft by Simplon x CCI Côtes d'Armor - Saint-Brieuc,Simplon.co - Nancy,Simplon Toulouse,100% en ligne,A distance,La Réunion - Saint-Denis,Simplon Marseille Le Cloître,Simplon Montreuil,Simplon Roubaix",True,Data-intelligence artificielle,SIMPLON.CO,SIMPLON.CO,37827,5487,23/09/2024,06/03/2026,07/09/2024,False,au-delà de 7 mois,"31028,30812,31067,11050,31094",31024,"Intelligence artificielle,Langage Python,Analyse programmation,Mathématiques informatiques,Conduite projet informatique",Méthode agile,École IA Microsoft By Simplon - Développeur-se en intelligence artificielle,Niveau 6,"114b,125g,326","310p,315p,300","Modèles mathématiques ; Informatique mathématique,Langages artificiels et informatique ; Linguistique et didactique des langues,Informatique, traitement de l'information, réseaux de transmission","Spécialités plurivalentes des échanges et de la gestion (organisation , gestion),Spécialités plurivalentes des échanges et de la gestion (organisation, gestion),Spécialites plurivalentes des services",Île-de-France,https://www.francecompetences.fr/recherche/rncp/37827/,https://www.francecompetences.fr/recherche/rs/5487/,79279132900016,79279132900016,Active,Active,Développeur en intelligence artificielle,Gérer un projet en mobilisant les méthodes agiles,
"Ecole IA Microsoft by Simplon x CCI Côtes d'Armor - Saint-Brieuc,Simplon.co - Nancy,Simplon Toulouse,100% en ligne,A distance,La Réunion - Saint-Denis,Simplon Marseille Le Cloître,Simplon Montreuil,Simplon Roubaix",True,Data-intelligence artificielle,SIMPLON.CO,SIMPLON.CO,37827,5487,23/09/2024,27/03/2026,07/09/2024,False,au-delà de 7 mois,"31028,30812,31067,11050,31094",31024,"Intelligence artificielle,Langage Python,Analyse programmation,Mathématiques informatiques,Conduite projet informatique",Méthode agile,École IA Microsoft By Simplon - Développeur-se en intelligence artificielle,Niveau 6,"114b,125g,326","310p,315p,300","Modèles mathématiques ; Informatique mathématique,Langages artificiels et informatique ; Linguistique et didactique des langues,Informatique, traitement de l'information, réseaux de transmission","Spécialités plurivalentes des échanges et de la gestion (organisation , gestion),Spécialités plurivalentes des échanges et de la gestion (organisation, gestion),Spécialites plurivalentes des services",Auvergne-Rhône-Alpes,https://www.francecompetences.fr/recherche/rncp/37827/,https://www.francecompetences.fr/recherche/rs/5487/,79279132900016,79279132900016,Active,Active,Développeur en intelligence artificielle,Gérer un projet en mobilisant les méthodes agiles,
"Ecole IA Microsoft by Simplon x CCI Côtes d'Armor - Saint-Brieuc,Simplon.co - Nancy,Simplon Toulouse,100% en ligne,A distance,La Réunion - Saint-Denis,Simplon Marseille Le Cloître,Simplon Montreuil,Simplon Roubaix",False,Data-intelligence artificielle,SIMPLON.CO,SIMPLON.CO,37827,5487,01/10/2024,,01/09/2024,False,au-delà de 7 mois,"31028,30812,31067,11050,31094",31024,"Intelligence artificielle,Langage Python,Analyse programmation,Mathématiques informatiques,Conduite projet informatique",Méthode agile,École IA Microsoft By Simplon - Développeur-se en intelligence artificielle,Niveau 6,"114b,125g,326","310p,315p,300","Modèles mathématiques ; Informatique mathématique,Langages artificiels et informatique ; Linguistique et didactique des langues,Informatique, traitement de l'information, réseaux de transmission","Spécialités plurivalentes des échanges et de la gestion (organisation , gestion),Spécialités plurivalentes des échanges et de la gestion (organisation, gestion),Spécialites plurivalentes des services",Occitanie,https://www.francecompetences.fr/recherche/rncp/37827/,https://www.francecompetences.fr/recherche/rs/5487/,79279132900016,79279132900016,Active,Active,Développeur en intelligence artificielle,Gérer un projet en mobilisant les méthodes agiles,
"Ecole IA Microsoft by Simplon x CCI Côtes d'Armor - Saint-Brieuc,Simplon.co - Nancy,Simplon Toulouse,100% en ligne,A distance,La Réunion - Saint-Denis,Simplon Marseille Le Cloître,Simplon Montreuil,Simplon Roubaix",False,Data-intelligence artificielle,SIMPLON.CO,SIMPLON.CO,37827,5487,23/09/2024,,23/08/2024,False,au-delà de 7 mois,"31028,30812,31067,11050,31094",31024,"Intelligence artificielle,Langage Python,Analyse programmation,Mathématiques informatiques,Conduite projet informatique",Méthode agile,École IA Microsoft By Simplon - Développeur-se en intelligence artificielle,Niveau 6,"114b,125g,326","310p,315p,300","Modèles mathématiques ; Informatique mathématique,Langages artificiels et informatique ; Linguistique et didactique des langues,Informatique, traitement de l'information, réseaux de transmission","Spécialités plurivalentes des échanges et de la gestion (organisation , gestion),Spécialités plurivalentes des échanges et de la gestion (organisation, gestion),Spécialites plurivalentes des services",Grand Est,https://www.francecompetences.fr/recherche/rncp/37827/,https://www.francecompetences.fr/recherche/rs/5487/,79279132900016,79279132900016,Active,Active,Développeur en intelligence artificielle,Gérer un projet en mobilisant les méthodes agiles,
,False,Data-intelligence artificielle,SIMPLON.CO,SIMPLON.CO,37827,5487,29/08/2024,,04/08/2024,False,au-delà de 7 mois,"31028,30812,31067,11050,31094",31024,"Intelligence artificielle,Langage Python,Analyse programmation,Mathématiques informatiques,Conduite projet informatique",Méthode agile,École IA Microsoft By Simplon - Développeur-se en intelligence artificielle,Niveau 6,"114b,125g,326","310p,315p,300","Modèles mathématiques ; Informatique mathématique,Langages artificiels et informatique ; Linguistique et didactique des langues,Informatique, traitement de l'information, réseaux de transmission","Spécialités plurivalentes des échanges et de la gestion (organisation , gestion),Spécialités plurivalentes des échanges et de la gestion (organisation, gestion),Spécialites plurivalentes des services",Grand Ouest,https://www.francecompetences.fr/recherche/rncp/37827/,https://www.francecompetences.fr/recherche/rs/5487/,79279132900016,79279132900016,Active,Active,Développeur en intelligence artificielle,Gérer un projet en mobilisant les méthodes agiles,
"Simplon Valenciennes - Les Ateliers Numériques,Simplon Clermont,Simplon Grenoble,Simplon Bordeaux / Bayonne,100% en ligne,100% en ligne,A distance,A distance,A distance,A distance,100% à distance,Distance",True,Développement d'applications,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37873,5487,30/09/2024,03/10/2025,14/09/2024,False,au-delà de 7 mois,"31067,31036,31010,31084,31006",31024,"Analyse programmation,Administration base de données,Architecture web,Informatique de gestion,Sécurité informatique",Méthode agile,Concepteur-ice développeur-se d'applications,Niveau 6,326t,"310p,315p,300","Programmation, mise en place de logiciels","Spécialités plurivalentes des échanges et de la gestion (organisation , gestion),Spécialités plurivalentes des échanges et de la gestion (organisation, gestion),Spécialites plurivalentes des services",Île-de-France,https://www.francecompetences.fr/recherche/rncp/37873/,https://www.francecompetences.fr/recherche/rs/5487/,11000007200014,79279132900016,Active,Active,TP - Concepteur développeur d'applications,Gérer un projet en mobilisant les méthodes agiles,
"Simplon Valenciennes - Les Ateliers Numériques,Simplon Clermont,Simplon Grenoble,Simplon Bordeaux / Bayonne,100% en ligne,100% en ligne,A distance,A distance,A distance,A distance,100% à distance,Distance",True,Développement d'applications,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37873,5487,23/09/2024,26/09/2025,14/09/2024,False,au-delà de 7 mois,"31067,31036,31010,31084,31006",31024,"Analyse programmation,Administration base de données,Architecture web,Informatique de gestion,Sécurité informatique",Méthode agile,Concepteur-ice développeur-se d'applications,Niveau 6,326t,"310p,315p,300","Programmation, mise en place de logiciels","Spécialités plurivalentes des échanges et de la gestion (organisation , gestion),Spécialités plurivalentes des échanges et de la gestion (organisation, gestion),Spécialites plurivalentes des services",Île-de-France,https://www.francecompetences.fr/recherche/rncp/37873/,https://www.francecompetences.fr/recherche/rs/5487/,11000007200014,79279132900016,Active,Active,TP - Concepteur développeur d'applications,Gérer un projet en mobilisant les méthodes agiles,
"Simplon Valenciennes - Les Ateliers Numériques,Simplon Clermont,Simplon Grenoble,Simplon Bordeaux / Bayonne,100% en ligne,100% en ligne,A distance,A distance,A distance,A distance,100% à distance,Distance",True,Développement d'applications,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37873,5487,30/09/2024,03/10/2025,14/09/2024,False,au-delà de 7 mois,"31067,31036,31010,31084,31006",31024,"Analyse programmation,Administration base de données,Architecture web,Informatique de gestion,Sécurité informatique",Méthode agile,Concepteur-ice développeur-se d'applications,Niveau 6,326t,"310p,315p,300","Programmation, mise en place de logiciels","Spécialités plurivalentes des échanges et de la gestion (organisation , gestion),Spécialités plurivalentes des échanges et de la gestion (organisation, gestion),Spécialites plurivalentes des services",Occitanie,https://www.francecompetences.fr/recherche/rncp/37873/,https://www.francecompetences.fr/recherche/rs/5487/,11000007200014,79279132900016,Active,Active,TP - Concepteur développeur d'applications,Gérer un projet en mobilisant les méthodes agiles,
