agence,alternance,categorie,certificateur_nom_rncp,certificateur_nom_rs,code_rncp,code_rs,date_debut,date_fin,date_limite,distanciel,echelle_duree,formacode_code_rncp,formacode_code_rs,formacode_nom_rncp,formacode_nom_rs,intitule_formation,niveau_sortie_rncp,nsf_code_rncp,nsf_code_rs,nsf_nom_rncp,nsf_nom_rs,region,rncp_url,rs_url,siret_rncp,siret_rs,statut_registre_rncp,statut_registre_rs,titre_rncp,titre_rs,voie_acces
"Simplon Valenciennes - Les Ateliers Numériques,Simplon Clermont,Simplon Grenoble,Simplon Bordeaux / Bayonne,100% en ligne,100% en ligne,A distance,A distance,A distance,A distance,100% à distance,Distance",True,Développement d'applications,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37873,5487,23/09/2024,26/09/2025,14/09/2024,False,au-delà de 7 mois,"31067,31036,31010,31084,31006",31024,"Analyse programmation,Administration base de données,Architecture web,Informatique de gestion,Sécurité informatique",Méthode agile,Concepteur-ice développeur-se d'applications,Niveau 6,326t,"310p,315p,300","Programmation, mise en place de logiciels","Spécialités plurivalentes des échanges et de la gestion (organisation , gestion),Spécialités plurivalentes des échanges et de la gestion (organisation, gestion),Spécialites plurivalentes des services",Occitanie,https://www.francecompetences.fr/recherche/rncp/37873/,https://www.francecompetences.fr/recherche/rs/5487/,11000007200014,79279132900016,Active,Active,TP - Concepteur développeur d'applications,Gérer un projet en mobilisant les méthodes agiles,
"Simplon Valenciennes - Les Ateliers Numériques,Simplon Clermont,Simplon Grenoble,Simplon Bordeaux / Bayonne,100% en ligne,100% en ligne,A distance,A distance,A distance,A distance,100% à distance,Distance",True,Développement d'applications,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37873,5487,30/09/2024,03/10/2025,14/09/2024,False,au-delà de 7 mois,"31067,31036,31010,31084,31006",31024,"Analyse programmation,Administration base de données,Architecture web,Informatique de gestion,Sécurité informatique",Méthode agile,Concepteur-ice développeur-se d'applications,Niveau 6,326t,"310p,315p,300","Programmation, mise en place de logiciels","Spécialités plurivalentes des échanges et de la gestion (organisation , gestion),Spécialités plurivalentes des échanges et de la gestion (organisation, gestion),Spécialites plurivalentes des services",Auvergne-Rhône-Alpes,https://www.francecompetences.fr/recherche/rncp/37873/,https://www.francecompetences.fr/recherche/rs/5487/,11000007200014,79279132900016,Active,Active,TP - Concepteur développeur d'applications,Gérer un projet en mobilisant les méthodes agiles,
,False,Data-intelligence artificielle,,,,,,,,False,,,,,,Elaborez une solution d’IA pour votre PME/TPE !,,,,,,,,,,,,,,,
"Simplon Valenciennes - Les Ateliers Numériques,Simplon Clermont,Simplon Grenoble,Simplon Bordeaux / Bayonne,100% en ligne,100% en ligne,A distance,A distance,A distance,A distance,100% à distance,Distance",True,Développement d'applications,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37873,5487,23/09/2024,26/09/2025,14/09/2024,False,au-delà de 7 mois,"31067,31036,31010,31084,31006",31024,"Analyse programmation,Administration base de données,Architecture web,Informatique de gestion,Sécurité informatique",Méthode agile,Concepteur-ice développeur-se d'applications,Niveau 6,326t,"310p,315p,300","Programmation, mise en place de logiciels","Spécialités plurivalentes des échanges et de la gestion (organisation , gestion),Spécialités plurivalentes des échanges et de la gestion (organisation, gestion),Spécialites plurivalentes des services",Auvergne-Rhône-Alpes,https://www.francecompetences.fr/recherche/rncp/37873/,https://www.francecompetences.fr/recherche/rs/5487/,11000007200014,79279132900016,Active,Active,TP - Concepteur développeur d'applications,Gérer un projet en mobilisant les méthodes agiles,
"Simplon Valenciennes - Les Ateliers Numériques,Simplon Clermont,Simplon Grenoble,Simplon Bordeaux / Bayonne,100% en ligne,100% en ligne,A distance,A distance,A distance,A distance,100% à distance,Distance",False,Développement d'applications,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37873,5487,16/09/2024,,02/09/2024,False,au-delà de 7 mois,"31067,31036,31010,31084,31006",31024,"Analyse programmation,Administration base de données,Architecture web,Informatique de gestion,Sécurité informatique",Méthode agile,Concepteur-ice développeur-se d'applications,Niveau 6,326t,"310p,315p,300","Programmation, mise en place de logiciels","Spécialités plurivalentes des échanges et de la gestion (organisation , gestion),Spécialités plurivalentes des échanges et de la gestion (organisation, gestion),Spécialites plurivalentes des services",Nouvelle-Aquitaine,https://www.francecompetences.fr/recherche/rncp/37873/,https://www.francecompetences.fr/recherche/rs/5487/,11000007200014,79279132900016,Active,Active,TP - Concepteur développeur d'applications,Gérer un projet en mobilisant les méthodes agiles,
"Simplon Valenciennes - Les Ateliers Numériques,Simplon Clermont,Simplon Grenoble,Simplon Bordeaux / Bayonne,100% en ligne,100% en ligne,A distance,A distance,A distance,A distance,100% à distance,Distance",False,Développement d'applications,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37873,5487,04/11/2024,,01/09/2024,False,au-delà de 7 mois,"31067,31036,31010,31084,31006",31024,"Analyse programmation,Administration base de données,Architecture web,Informatique de gestion,Sécurité informatique",Méthode agile,Concepteur-ice développeur-se d'applications,Niveau 6,326t,"310p,315p,300","Programmation, mise en place de logiciels","Spécialités plurivalentes des échanges et de la gestion (organisation , gestion),Spécialités plurivalentes des échanges et de la gestion (organisation, gestion),Spécialites plurivalentes des services",Auvergne-Rhône-Alpes,https://www.francecompetences.fr/recherche/rncp/37873/,https://www.francecompetences.fr/recherche/rs/5487/,11000007200014,79279132900016,Active,Active,TP - Concepteur développeur d'applications,Gérer un projet en mobilisant les méthodes agiles,
"Simplon Valenciennes - Les Ateliers Numériques,Simplon Clermont,Simplon Grenoble,Simplon Bordeaux / Bayonne,100% en ligne,100% en ligne,A distance,A distance,A distance,A distance,100% à distance,Distance",False,Développement d'applications,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37873,5487,04/11/2024,,01/09/2024,False,au-delà de 7 mois,"31067,31036,31010,31084,31006",31024,"Analyse programmation,Administration base de données,Architecture web,Informatique de gestion,Sécurité informatique",Méthode agile,Concepteur-ice développeur-se d'applications,Niveau 6,326t,"310p,315p,300","Programmation, mise en place de logiciels","Spécialités plurivalentes des échanges et de la gestion (organisation , gestion),Spécialités plurivalentes des échanges et de la gestion (organisation, gestion),Spécialites plurivalentes des services",Auvergne-Rhône-Alpes,https://www.francecompetences.fr/recherche/rncp/37873/,https://www.francecompetences.fr/recherche/rs/5487/,11000007200014,79279132900016,Active,Active,TP - Concepteur développeur d'applications,Gérer un projet en mobilisant les méthodes agiles,
,False,Data-intelligence artificielle,,,,,,,,False,,,,,,Acculturation IA : Devenez le Pilote de l’IA pour votre PME/TPE,,,,,,,,,,,,,,,
,False,Développement d'applications,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37873,5487,16/09/2024,23/06/2025,16/08/2024,False,au-delà de 7 mois,"31067,31036,31010,31084,31006",31024,"Analyse programmation,Administration base de données,Architecture web,Informatique de gestion,Sécurité informatique",Méthode agile,Concepteur-ice développeur-se d'applications,Niveau 6,326t,"310p,315p,300","Programmation, mise en place de logiciels","Spécialités plurivalentes des échanges et de la gestion (organisation , gestion),Spécialités plurivalentes des échanges et de la gestion (organisation, gestion),Spécialites plurivalentes des services",Hauts-de-France,https://www.francecompetences.fr/recherche/rncp/37873/,https://www.francecompetences.fr/recherche/rs/5487/,11000007200014,79279132900016,Active,Active,TP - Concepteur développeur d'applications,Gérer un projet en mobilisant les méthodes agiles,
,False,Data-intelligence artificielle,,,,,,,,False,,,,,,AI Business School TPE/PME,,,,,,,,,,,,,,,
"Simplon Montreuil,100% en ligne,Distance,A distance,A distance,100% Distanciel,La Réunion  - Saint-Pierre,Simplon Lyon,Simplon Marseille Le Cloître,Simplon Lyon",True,Développement d'applications,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37873,5043,23/09/2024,27/03/2026,09/09/2024,False,au-delà de 7 mois,"31067,31036,31010,31084,31006",31024,"Analyse programmation,Administration base de données,Architecture web,Informatique de gestion,Sécurité informatique",Méthode agile,Concepteur-rice Développeur-se en environnement DevOps,Niveau 6,326t,326,"Programmation, mise en place de logiciels","Informatique, traitement de l'information, réseaux de transmission",Auvergne-Rhône-Alpes,https://www.francecompetences.fr/recherche/rncp/37873/,https://www.francecompetences.fr/recherche/rs/5043/,11000007200014,79279132900016,Active,Active,TP - Concepteur développeur d'applications,Exploiter les outils de développement de la chaîne DevOps,
"Simplon Montreuil,100% en ligne,Distance,A distance,A distance,100% Distanciel,La Réunion  - Saint-Pierre,Simplon Lyon,Simplon Marseille Le Cloître,Simplon Lyon",True,Développement d'applications,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37873,5043,23/09/2024,05/09/2025,07/09/2024,False,au-delà de 7 mois,"31067,31036,31010,31084,31006",31024,"Analyse programmation,Administration base de données,Architecture web,Informatique de gestion,Sécurité informatique",Méthode agile,Concepteur-rice Développeur-se en environnement DevOps,Niveau 6,326t,326,"Programmation, mise en place de logiciels","Informatique, traitement de l'information, réseaux de transmission",Outre-mer,https://www.francecompetences.fr/recherche/rncp/37873/,https://www.francecompetences.fr/recherche/rs/5043/,11000007200014,79279132900016,Active,Active,TP - Concepteur développeur d'applications,Exploiter les outils de développement de la chaîne DevOps,
"Simplon Montreuil,100% en ligne,Distance,A distance,A distance,100% Distanciel,La Réunion  - Saint-Pierre,Simplon Lyon,Simplon Marseille Le Cloître,Simplon Lyon",True,Développement d'applications,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37873,5043,23/09/2024,06/03/2026,07/09/2024,False,au-delà de 7 mois,"31067,31036,31010,31084,31006",31024,"Analyse programmation,Administration base de données,Architecture web,Informatique de gestion,Sécurité informatique",Méthode agile,Concepteur-rice Développeur-se en environnement DevOps,Niveau 6,326t,326,"Programmation, mise en place de logiciels","Informatique, traitement de l'information, réseaux de transmission",Provence-Alpes-Cote d'Azur,https://www.francecompetences.fr/recherche/rncp/37873/,https://www.francecompetences.fr/recherche/rs/5043/,11000007200014,79279132900016,Active,Active,TP - Concepteur développeur d'applications,Exploiter les outils de développement de la chaîne DevOps,
"Simplon Montreuil,100% en ligne,Distance,A distance,A distance,100% Distanciel,La Réunion  - Saint-Pierre,Simplon Lyon,Simplon Marseille Le Cloître,Simplon Lyon",True,Développement d'applications,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37873,5043,23/09/2024,06/03/2026,07/09/2024,False,au-delà de 7 mois,"31067,31036,31010,31084,31006",31024,"Analyse programmation,Administration base de données,Architecture web,Informatique de gestion,Sécurité informatique",Méthode agile,Concepteur-rice Développeur-se en environnement DevOps,Niveau 6,326t,326,"Programmation, mise en place de logiciels","Informatique, traitement de l'information, réseaux de transmission",Occitanie,https://www.francecompetences.fr/recherche/rncp/37873/,https://www.francecompetences.fr/recherche/rs/5043/,11000007200014,79279132900016,Active,Active,TP - Concepteur développeur d'applications,Exploiter les outils de développement de la chaîne DevOps,
,False,Cloud-devops,,SIMPLON.CO,,5044,,,,False,,,31024,,Méthode agile,La méthode DevOps - Spécialisation,,,326,,"Informatique, traitement de l'information, réseaux de transmission",,,https://www.francecompetences.fr/recherche/rs/5044/,,79279132900016,,Active,,Appliquer la méthode DevOps pour optimiser le cycle de vie des applications,"En contrat de professionnalisation,Après un parcours de formation continue,Par candidature individuelle,Par expérience."
"Simplon Montreuil,100% en ligne,Distance,A distance,A distance,100% Distanciel,La Réunion  - Saint-Pierre,Simplon Lyon,Simplon Marseille Le Cloître,Simplon Lyon",True,Développement d'applications,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37873,5043,23/09/2024,06/03/2026,07/09/2024,False,au-delà de 7 mois,"31067,31036,31010,31084,31006",31024,"Analyse programmation,Administration base de données,Architecture web,Informatique de gestion,Sécurité informatique",Méthode agile,Concepteur-rice Développeur-se en environnement DevOps,Niveau 6,326t,326,"Programmation, mise en place de logiciels","Informatique, traitement de l'information, réseaux de transmission",Île-de-France,https://www.francecompetences.fr/recherche/rncp/37873/,https://www.francecompetences.fr/recherche/rs/5043/,11000007200014,79279132900016,Active,Active,TP - Concepteur développeur d'applications,Exploiter les outils de développement de la chaîne DevOps,
"Simplon Montreuil,100% en ligne,Distance,A distance,A distance,100% Distanciel,La Réunion  - Saint-Pierre,Simplon Lyon,Simplon Marseille Le Cloître,Simplon Lyon",True,Développement d'applications,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37873,5043,23/09/2024,05/09/2025,07/09/2024,False,au-delà de 7 mois,"31067,31036,31010,31084,31006",31024,"Analyse programmation,Administration base de données,Architecture web,Informatique de gestion,Sécurité informatique",Méthode agile,Concepteur-rice Développeur-se en environnement DevOps,Niveau 6,326t,326,"Programmation, mise en place de logiciels","Informatique, traitement de l'information, réseaux de transmission",Grand Ouest,https://www.francecompetences.fr/recherche/rncp/37873/,https://www.francecompetences.fr/recherche/rs/5043/,11000007200014,79279132900016,Active,Active,TP - Concepteur développeur d'applications,Exploiter les outils de développement de la chaîne DevOps,
"Simplon Montreuil,100% en ligne,Distance,A distance,A distance,100% Distanciel,La Réunion  - Saint-Pierre,Simplon Lyon,Simplon Marseille Le Cloître,Simplon Lyon",True,Développement d'applications,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37873,5043,23/09/2024,27/03/2026,07/09/2024,False,au-delà de 7 mois,"31067,31036,31010,31084,31006",31024,"Analyse programmation,Administration base de données,Architecture web,Informatique de gestion,Sécurité informatique",Méthode agile,Concepteur-rice Développeur-se en environnement DevOps,Niveau 6,326t,326,"Programmation, mise en place de logiciels","Informatique, traitement de l'information, réseaux de transmission",Auvergne-Rhône-Alpes,https://www.francecompetences.fr/recherche/rncp/37873/,https://www.francecompetences.fr/recherche/rs/5043/,11000007200014,79279132900016,Active,Active,TP - Concepteur développeur d'applications,Exploiter les outils de développement de la chaîne DevOps,
"100% en ligne,Distance,A distance,A distance,100% Distanciel,La Réunion - Saint-Denis,Simplon Toulouse",True,Data-intelligence artificielle,SIMPLON.CO,,37638,,24/03/2025,9/10/2026,23/02/2025,False,au-delà de 7 mois,"31036,31023,31052,24268,71654",,"Administration base de données,Données massives,Data Warehouse,Transmission données informatiques,logiciel système gestion bases données",,Data Engineer,Niveau 7,326,,"Informatique, traitement de l'information, réseaux de transmission",,Occitanie,https://www.francecompetences.fr/recherche/rncp/37638/,,79279132900016,,Active,,Expert en infrastructures de données massives,,
"100% en ligne,Distance,A distance,A distance,100% Distanciel,La Réunion - Saint-Denis,Simplon Toulouse",True,Data-intelligence artificielle,SIMPLON.CO,,37638,,07/10/2024,07/03/2026,21/09/2024,False,au-delà de 7 mois,"31036,31023,31052,24268,71654",,"Administration base de données,Données massives,Data Warehouse,Transmission données informatiques,logiciel système gestion bases données",,Data Engineer,Niveau 7,326,,"Informatique, traitement de l'information, réseaux de transmission",,Outre-mer,https://www.francecompetences.fr/recherche/rncp/37638/,,79279132900016,,Active,,Expert en infrastructures de données massives,,
"100% en ligne,100% à distance,A distance,100% Distanciel,Distance,Simplon Bordeaux / Bayonne,La Réunion  - Saint-Pierre,Simplon Montpellier",False,Data-intelligence artificielle,ASCENCIA PARIS LA DEFENSE,,36129,,09/12/2024,,10/11/2024,False,au-delà de 7 mois,"31094,31028",,"Conduite projet informatique,Intelligence artificielle",,Chef / Cheffe de projet en intelligence artificielle,Niveau 7,"326t,326p",,"Programmation, mise en place de logiciels,Informatique, traitement de l'information (organisation, gestion)",,Occitanie,https://www.francecompetences.fr/recherche/rncp/36129/,,50123141900034,,Active,,Chef de projet en intelligence artificielle,,
,False,Développement d'applications,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37873,5043,23/09/2024,,01/08/2024,False,au-delà de 7 mois,"31067,31036,31010,31084,31006",31024,"Analyse programmation,Administration base de données,Architecture web,Informatique de gestion,Sécurité informatique",Méthode agile,Concepteur-rice Développeur-se en environnement DevOps,Niveau 6,326t,326,"Programmation, mise en place de logiciels","Informatique, traitement de l'information, réseaux de transmission",Île-de-France,https://www.francecompetences.fr/recherche/rncp/37873/,https://www.francecompetences.fr/recherche/rs/5043/,11000007200014,79279132900016,Active,Active,TP - Concepteur développeur d'applications,Exploiter les outils de développement de la chaîne DevOps,
"100% en ligne,100% à distance,A distance,100% Distanciel,Distance,Simplon Bordeaux / Bayonne,La Réunion  - Saint-Pierre,Simplon Montpellier",True,Data-intelligence artificielle,ASCENCIA PARIS LA DEFENSE,,36129,,07/10/2024,06/03/2026,21/09/2024,False,au-delà de 7 mois,"31094,31028",,"Conduite projet informatique,Intelligence artificielle",,Chef / Cheffe de projet en intelligence artificielle,Niveau 7,"326t,326p",,"Programmation, mise en place de logiciels,Informatique, traitement de l'information (organisation, gestion)",,Outre-mer,https://www.francecompetences.fr/recherche/rncp/36129/,,50123141900034,,Active,,Chef de projet en intelligence artificielle,,
"100% en ligne,100% à distance,A distance,100% Distanciel,Distance,Simplon Bordeaux / Bayonne,La Réunion  - Saint-Pierre,Simplon Montpellier",True,Data-intelligence artificielle,ASCENCIA PARIS LA DEFENSE,,36129,,07/10/2024,06/03/2026,21/09/2024,False,au-delà de 7 mois,"31094,31028",,"Conduite projet informatique,Intelligence artificielle",,Chef / Cheffe de projet en intelligence artificielle,Niveau 7,"326t,326p",,"Programmation, mise en place de logiciels,Informatique, traitement de l'information (organisation, gestion)",,Nouvelle-Aquitaine,https://www.francecompetences.fr/recherche/rncp/36129/,,50123141900034,,Active,,Chef de projet en intelligence artificielle,,
"100% en ligne,100% à distance,A distance,100% Distanciel,Distance,Simplon Bordeaux / Bayonne,La Réunion  - Saint-Pierre,Simplon Montpellier",True,Data-intelligence artificielle,ASCENCIA PARIS LA DEFENSE,,36129,,07/10/2024,06/03/2026,21/09/2024,False,au-delà de 7 mois,"31094,31028",,"Conduite projet informatique,Intelligence artificielle",,Chef / Cheffe de projet en intelligence artificielle,Niveau 7,"326t,326p",,"Programmation, mise en place de logiciels,Informatique, traitement de l'information (organisation, gestion)",,Grand Ouest,https://www.francecompetences.fr/recherche/rncp/36129/,,50123141900034,,Active,,Chef de projet en intelligence artificielle,,
"Simplon Boulogne-sur-Mer,Simplon Toulouse,100% en ligne,Simplon Aulnay-sous-Bois",True,Développement d'applications,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37674,5487,16/09/2024,19/09/2025,30/08/2024,False,au-delà de 7 mois,"31090,46288,31006,70710",31024,"Programmation web,Qualité web,Sécurité informatique,logiciel gestion de contenu e-commerce",Méthode agile,Développeur-euse web et web mobile,Niveau 5,326t,"310p,315p,300","Programmation, mise en place de logiciels","Spécialités plurivalentes des échanges et de la gestion (organisation , gestion),Spécialités plurivalentes des échanges et de la gestion (organisation, gestion),Spécialites plurivalentes des services",Occitanie,https://www.francecompetences.fr/recherche/rncp/37674/,https://www.francecompetences.fr/recherche/rs/5487/,11000007200014,79279132900016,Active,Active,TP - Développeur web et web mobile,Gérer un projet en mobilisant les méthodes agiles,
,False,Fondamentaux numériques,,,,,,,,False,,,,,,Parcours Welcode,,,,,,,,,,,,,,,
"100% en ligne,100% à distance,A distance,100% Distanciel,Distance,Simplon Bordeaux / Bayonne,La Réunion  - Saint-Pierre,Simplon Montpellier",True,Data-intelligence artificielle,ASCENCIA PARIS LA DEFENSE,,36129,,07/10/2024,06/03/2026,21/09/2024,False,au-delà de 7 mois,"31094,31028",,"Conduite projet informatique,Intelligence artificielle",,Chef / Cheffe de projet en intelligence artificielle,Niveau 7,"326t,326p",,"Programmation, mise en place de logiciels,Informatique, traitement de l'information (organisation, gestion)",,Provence-Alpes-Cote d'Azur,https://www.francecompetences.fr/recherche/rncp/36129/,,50123141900034,,Active,,Chef de projet en intelligence artificielle,,
,False,Fondamentaux numériques,,,,,,,,False,,,,,,Médiateur-trice numérique,,,,,,,,,,,,,,,Après un parcours de formation continue
,False,Fondamentaux numériques,,,,,,,,False,,,,,,Mobiliser les compétences informatiques fondamentales,,,,,,,,,,,,,,,Après un parcours de formation continue
,False,Développement d'applications,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37674,5487,02/09/2024,30/05/2025,19/08/2024,False,au-delà de 7 mois,"31090,46288,31006,70710",31024,"Programmation web,Qualité web,Sécurité informatique,logiciel gestion de contenu e-commerce",Méthode agile,Développeur-euse web et web mobile,Niveau 5,326t,"310p,315p,300","Programmation, mise en place de logiciels","Spécialités plurivalentes des échanges et de la gestion (organisation , gestion),Spécialités plurivalentes des échanges et de la gestion (organisation, gestion),Spécialites plurivalentes des services",Hauts-de-France,https://www.francecompetences.fr/recherche/rncp/37674/,https://www.francecompetences.fr/recherche/rs/5487/,11000007200014,79279132900016,Active,Active,TP - Développeur web et web mobile,Gérer un projet en mobilisant les méthodes agiles,
"100% en ligne,100% à distance,A distance,100% Distanciel,Distance,Simplon Bordeaux / Bayonne,La Réunion  - Saint-Pierre,Simplon Montpellier",True,Data-intelligence artificielle,ASCENCIA PARIS LA DEFENSE,,36129,,07/10/2024,06/03/2026,21/09/2024,False,au-delà de 7 mois,"31094,31028",,"Conduite projet informatique,Intelligence artificielle",,Chef / Cheffe de projet en intelligence artificielle,Niveau 7,"326t,326p",,"Programmation, mise en place de logiciels,Informatique, traitement de l'information (organisation, gestion)",,Île-de-France,https://www.francecompetences.fr/recherche/rncp/36129/,,50123141900034,,Active,,Chef de projet en intelligence artificielle,,
"100% en ligne,100% à distance,A distance,100% Distanciel,Distance,Simplon Bordeaux / Bayonne,La Réunion  - Saint-Pierre,Simplon Montpellier",True,Data-intelligence artificielle,ASCENCIA PARIS LA DEFENSE,,36129,,07/10/2024,06/03/2026,21/09/2024,False,au-delà de 7 mois,"31094,31028",,"Conduite projet informatique,Intelligence artificielle",,Chef / Cheffe de projet en intelligence artificielle,Niveau 7,"326t,326p",,"Programmation, mise en place de logiciels,Informatique, traitement de l'information (organisation, gestion)",,Hauts-de-France,https://www.francecompetences.fr/recherche/rncp/36129/,,50123141900034,,Active,,Chef de projet en intelligence artificielle,,
,False,Fondamentaux numériques,,,,,,,,False,,,,,,Bootcamp IA 100% femmes,,,,,,,,,,,,,,,
,True,Data-intelligence artificielle,ASCENCIA PARIS LA DEFENSE,,36129,,07/10/2024,06/03/2026,21/09/2024,False,au-delà de 7 mois,"31094,31028",,"Conduite projet informatique,Intelligence artificielle",,Chef / Cheffe de projet en intelligence artificielle,Niveau 7,"326t,326p",,"Programmation, mise en place de logiciels,Informatique, traitement de l'information (organisation, gestion)",,Auvergne-Rhône-Alpes,https://www.francecompetences.fr/recherche/rncp/36129/,,50123141900034,,Active,,Chef de projet en intelligence artificielle,,
"100% en ligne,Distance,A distance,A distance,100% Distanciel,La Réunion - Saint-Denis,Simplon Toulouse",True,Data-intelligence artificielle,SIMPLON.CO,,37638,,07/10/2024,07/03/2026,21/09/2024,False,au-delà de 7 mois,"31036,31023,31052,24268,71654",,"Administration base de données,Données massives,Data Warehouse,Transmission données informatiques,logiciel système gestion bases données",,Data Engineer,Niveau 7,326,,"Informatique, traitement de l'information, réseaux de transmission",,Provence-Alpes-Cote d'Azur,https://www.francecompetences.fr/recherche/rncp/37638/,,79279132900016,,Active,,Expert en infrastructures de données massives,,
"100% en ligne,Distance,A distance,A distance,100% Distanciel,La Réunion - Saint-Denis,Simplon Toulouse",True,Data-intelligence artificielle,SIMPLON.CO,,37638,,07/10/2024,07/03/2026,21/09/2024,False,au-delà de 7 mois,"31036,31023,31052,24268,71654",,"Administration base de données,Données massives,Data Warehouse,Transmission données informatiques,logiciel système gestion bases données",,Data Engineer,Niveau 7,326,,"Informatique, traitement de l'information, réseaux de transmission",,Île-de-France,https://www.francecompetences.fr/recherche/rncp/37638/,,79279132900016,,Active,,Expert en infrastructures de données massives,,
"100% en ligne,Distance,A distance,A distance,100% Distanciel,La Réunion - Saint-Denis,Simplon Toulouse",True,Data-intelligence artificielle,SIMPLON.CO,,37638,,07/10/2024,07/03/2026,21/09/2024,False,au-delà de 7 mois,"31036,31023,31052,24268,71654",,"Administration base de données,Données massives,Data Warehouse,Transmission données informatiques,logiciel système gestion bases données",,Data Engineer,Niveau 7,326,,"Informatique, traitement de l'information, réseaux de transmission",,Occitanie,https://www.francecompetences.fr/recherche/rncp/37638/,,79279132900016,,Active,,Expert en infrastructures de données massives,,
"100% en ligne,Distance,A distance,A distance,100% Distanciel,La Réunion - Saint-Denis,Simplon Toulouse",True,Data-intelligence artificielle,SIMPLON.CO,,37638,,07/10/2024,07/03/2026,21/09/2024,False,,"31036,31023,31052,24268,71654",,"Administration base de données,Données massives,Data Warehouse,Transmission données informatiques,logiciel système gestion bases données",,Data Engineer,Niveau 7,326,,"Informatique, traitement de l'information, réseaux de transmission",,Grand Ouest,https://www.francecompetences.fr/recherche/rncp/37638/,,79279132900016,,Active,,Expert en infrastructures de données massives,,
,True,Data-intelligence artificielle,SIMPLON.CO,,37638,,07/10/2024,06/03/2026,21/09/2024,False,au-delà de 7 mois,"31036,31023,31052,24268,71654",,"Administration base de données,Données massives,Data Warehouse,Transmission données informatiques,logiciel système gestion bases données",,Data Engineer,Niveau 7,326,,"Informatique, traitement de l'information, réseaux de transmission",,Auvergne-Rhône-Alpes,https://www.francecompetences.fr/recherche/rncp/37638/,,79279132900016,,Active,,Expert en infrastructures de données massives,,
,False,Fondamentaux numériques,,SIMPLON.CO,,5837,,,,False,,,"15050,31080,15061",,"Mise à niveau technologique,Matériel informatique,Accompagnement vers emploi",Refugeeks - Compétences informatiques fondamentales,,,326,,"Informatique, traitement de l'information, réseaux de transmission",,,https://www.francecompetences.fr/recherche/rs/5837/,,79279132900016,,Active,,Mobiliser les compétences informatiques fondamentales,Après un parcours de formation continue
,False,Infrastructures et cybersécurité,,,,,,,,False,,,,,,Technicien-ne Support de Proximité,,,,,,,,,,,,,,,
,False,Fondamentaux numériques,,CERTIF PRO,,5616,,,,False,,,15050,,Mise à niveau technologique,CléA Numérique - Compétences Digitales pour l’Emploi,,,100,,Formations générales,,,https://www.francecompetences.fr/recherche/rs/5616,,85271587900031,,Active,,Socle de connaissances et de compétences professionnelles numérique (CléA Numérique),
,False,Fondamentaux numériques,,CERTIF PRO,,5616,,,,False,,,15050,,Mise à niveau technologique,Artisanat et outils numériques - Culture numérique,,,100,,Formations générales,,,https://www.francecompetences.fr/recherche/rs/5616,,85271587900031,,Active,,Socle de connaissances et de compétences professionnelles numérique (CléA Numérique),"Après un parcours de formation continue,Par candidature individuelle"
,False,Infrastructures et cybersécurité,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,,37681,,,,,False,,"31081,31080,24231,31051,31016",,"Gestion parc informatique,Matériel informatique,Réseau informatique,Maintenance assistance informatique,Architecture mobile",,Technicien support spécialisation studio jeux vidéo,Niveau 4,326r,,"Assistance informatique, maintenance de logiciels et réseaux",,,https://www.francecompetences.fr/recherche/rncp/37681/,,11000007200014,,Active,,TP - Technicien d'assistance en informatique,,
